Country,Timestamp,Device Category,Key Actions,Page Path,Source,Avg Session Duration,Bounce Rate,Conversions,New Users,Page Views,Returning Users,Unique Page Views,Average time on home page (min),Website,Date,Time,Day
UK,04-06-2021 17:05,Desktop,Purchase,/products,direct,174,30,48,89,712,351,644,2.35,amazon.com,04-06-2021,17:05:00,Friday
UK,04-10-2022 14:39,Mobile,Purchase,/products,direct,142,44,38,140,741,172,744,4.23,amazon.com,04-10-2022,14:39:00,Tuesday
UK,03-10-2022 10:12,Desktop,Sign Up,/products,direct,157,29,5,283,1560,230,1289,1.05,Amazon Prime,03-10-2022,10:12:00,Monday
UK,10-12-2020 22:19,Desktop,Subscribe,/products,paid search,142,36,49,970,276,353,387,3.4,Audible,10-12-2020,22:19:00,Thursday
USA,08-02-2021 15:43,Mobile,Contact Form,/products,referral,171,55,40,109,675,23,442,2.56,Amazon Support,08-02-2021,15:43:00,Monday
USA,02-06-2023 01:17,Mobile,Purchase,/products,direct,72,66,11,505,1285,399,856,2.83,amazon.com,02-06-2023,01:17:00,Friday
Australia,10-09-2022 11:09,Mobile,Sign Up,/about,organic search,176,30,29,619,802,359,1084,3.27,Amazon.com,10-09-2022,11:09:00,Saturday
Australia,02-04-2021 11:04,Desktop,Sign Up,/about,organic search,128,48,13,452,474,139,1167,4.61,Amazon Prime,02-04-2021,11:04:00,Friday
Australia,01-03-2023 15:51,Mobile,Subscribe,/about,social media,175,21,26,180,1089,11,1003,3.51,Amazon Web Services (AWS),01-03-2023,15:51:00,Wednesday
Australia,06-06-2023 00:13,Desktop,Subscribe,/about,paid search,102,35,6,764,115,107,1238,5.34,Audible,06-06-2023,00:13:00,Tuesday
Australia,01-02-2021 03:11,Mobile,Subscribe,/about,social media,123,38,40,624,512,479,953,3.05,Amazon Web Services (AWS),01-02-2021,03:11:00,Monday
Australia,03-04-2023 07:04,Mobile,Subscribe,/about,social media,100,45,29,594,1347,249,1067,1.39,Amazon Prime,03-04-2023,07:04:00,Monday
Canada,09-07-2020 02:42,Mobile,Contact Form,/about,paid search,32,41,25,39,776,135,1361,5.03,Amazon Help,09-07-2020,02:42:00,Thursday
Canada,09-08-2020 10:16,Mobile,Contact Form,/about,referral,45,68,25,430,391,473,1216,3.07,Amazon Support,09-08-2020,10:16:00,Sunday
Canada,11-02-2021 11:14,Mobile,Download,/about,organic search,133,65,32,398,1244,141,590,2.7,Prime Video,11-02-2021,11:14:00,Thursday
Canada,08-03-2023 11:23,Mobile,Purchase,/about,organic search,179,35,13,639,1654,498,1042,4.8,amazon.com,08-03-2023,11:23:00,Wednesday
Canada,02-02-2023 09:13,Tablet,Purchase,/about,organic search,60,39,12,736,1679,483,1231,1.35,amazon.com,02-02-2023,09:13:00,Thursday
Canada,09-04-2022 04:29,Mobile,Purchase,/about,organic search,166,45,45,110,765,36,1373,4.09,amazon.com,09-04-2022,04:29:00,Saturday
Canada,09-03-2023 09:34,Desktop,Sign Up,/about,referral,56,40,45,500,317,375,383,3.43,Amazon Prime,09-03-2023,09:34:00,Thursday
Canada,03-04-2020 18:45,Desktop,Subscribe,/about,paid search,44,65,33,345,1043,173,146,2.33,Amazon Web Services (AWS),03-04-2020,18:45:00,Friday
India,02-03-2023 04:22,Desktop,Sign Up,/about,social media,96,23,9,183,343,59,309,2.73,Amazon.com,02-03-2023,04:22:00,Thursday
India,06-06-2021 05:17,Tablet,Subscribe,/about,social media,57,44,28,485,960,480,601,5.13,Amazon Prime,06-06-2021,05:17:00,Sunday
UK,05-01-2023 07:40,Mobile,Contact Form,/about,organic search,52,42,24,269,117,397,258,1.87,Amazon Support,05-01-2023,07:40:00,Thursday
UK,02-02-2022 05:51,Mobile,Purchase,/about,organic search,60,51,8,539,1894,378,487,1.33,amazon.com,02-02-2022,05:51:00,Wednesday
UK,09-09-2023 05:28,Tablet,Purchase,/about,direct,38,62,19,728,666,104,684,3.77,amazon.com,09-09-2023,05:28:00,Saturday
UK,04-04-2020 22:53,Mobile,Sign Up,/about,social media,79,21,0,981,1498,433,603,2.9,Amazon Prime,04-04-2020,22:53:00,Saturday
UK,04-06-2023 03:40,Mobile,Subscribe,/about,organic search,106,48,18,396,977,260,1041,5.7,Amazon Web Services (AWS),04-06-2023,03:40:00,Sunday
UK,01-10-2020 22:52,Tablet,Subscribe,/about,organic search,168,63,28,315,615,155,1061,4.27,Audible,01-10-2020,22:52:00,Thursday
USA,07-06-2021 10:03,Mobile,Contact Form,/about,direct,98,49,8,624,1900,135,770,1.27,AWS Support,07-06-2021,10:03:00,Monday
USA,02-08-2021 10:12,Mobile,Contact Form,/about,referral,63,54,24,127,1445,468,680,3.04,AWS Support,02-08-2021,10:12:00,Monday
USA,09-12-2022 08:46,Mobile,Contact Form,/about,referral,155,58,1,772,216,263,1002,1.29,Amazon Support,09-12-2022,08:46:00,Friday
USA,01-10-2022 17:56,Mobile,Purchase,/about,referral,107,39,26,987,1722,278,1193,3.45,amazon.com,01-10-2022,17:56:00,Saturday
USA,09-11-2022 12:19,Mobile,Sign Up,/about,organic search,163,24,8,66,1276,164,1344,1.43,Amazon Music,09-11-2022,12:19:00,Wednesday
USA,07-02-2020 14:07,Desktop,Subscribe,/about,paid search,145,28,37,855,146,412,1371,5.42,Audible,07-02-2020,14:07:00,Friday
Australia,02-06-2021 14:03,Mobile,Download,/blog,referral,142,34,7,556,1626,32,993,1.92,Prime Video,02-06-2021,14:03:00,Wednesday
Australia,04-03-2022 22:19,Mobile,Purchase,/blog,organic search,88,22,33,13,928,322,538,2.42,amazon.com,04-03-2022,22:19:00,Friday
Australia,11-10-2021 11:17,Desktop,Subscribe,/blog,paid search,92,29,35,857,309,234,263,5.37,Amazon Prime,11-10-2021,11:17:00,Monday
Australia,06-10-2022 10:10,Desktop,Subscribe,/blog,direct,100,47,9,349,1236,381,1364,4.86,Amazon Web Services (AWS),06-10-2022,10:10:00,Thursday
Australia,08-08-2020 12:28,Tablet,Subscribe,/blog,direct,134,59,29,271,156,324,1284,1.68,Audible,08-08-2020,12:28:00,Saturday
Australia,09-08-2022 14:59,Desktop,Subscribe,/blog,paid search,173,67,22,138,1451,47,316,1.01,Amazon Web Services (AWS),09-08-2022,14:59:00,Tuesday
Canada,10-04-2022 19:33,Mobile,Contact Form,/blog,paid search,72,42,38,521,1740,220,797,4.05,AWS Support,10-04-2022,19:33:00,Sunday
India,03-07-2021 12:13,Desktop,Contact Form,/blog,referral,164,59,28,568,310,247,468,4.17,AWS Support,03-07-2021,12:13:00,Saturday
India,06-01-2021 01:44,Mobile,Purchase,/blog,direct,149,35,36,437,1508,407,849,3.4,amazon.com,06-01-2021,01:44:00,Wednesday
India,08-08-2022 14:24,Mobile,Sign Up,/blog,referral,92,32,23,404,1786,477,957,0.99,Amazon Prime,08-08-2022,14:24:00,Monday
India,12-04-2023 07:22,Mobile,Sign Up,/blog,organic search,158,37,30,858,427,386,1098,5.03,Amazon Music,12-04-2023,07:22:00,Wednesday
India,12-02-2021 05:05,Tablet,Subscribe,/blog,direct,160,21,10,339,1484,388,1240,2.23,Audible,12-02-2021,05:05:00,Friday
UK,03-06-2021 22:50,Mobile,Purchase,/blog,organic search,33,32,42,588,365,281,511,5.18,amazon.com,03-06-2021,22:50:00,Thursday
UK,06-10-2020 23:57,Mobile,Purchase,/blog,paid search,50,66,27,190,1619,234,144,2.02,amazon.com,06-10-2020,23:57:00,Tuesday
UK,08-04-2020 14:30,Desktop,Sign Up,/blog,organic search,168,35,12,321,920,214,1026,3.8,Amazon Music,08-04-2020,14:30:00,Wednesday
USA,12-11-2022 06:12,Mobile,Purchase,/blog,social media,47,41,43,393,231,298,945,5.67,amazon.com,12-11-2022,06:12:00,Saturday
USA,09-08-2021 19:25,Tablet,Purchase,/blog,social media,100,65,34,55,233,241,983,2.06,amazon.com,09-08-2021,19:25:00,Monday
USA,11-10-2021 04:40,Mobile,Subscribe,/blog,referral,90,53,13,90,1813,212,1330,5.62,Amazon Web Services (AWS),11-10-2021,04:40:00,Monday
Australia,09-10-2021 22:16,Mobile,Contact Form,/contact,direct,106,22,42,885,1941,40,1009,5.68,Amazon Help,09-10-2021,22:16:00,Saturday
Australia,04-11-2021 02:53,Tablet,Contact Form,/contact,organic search,71,28,38,257,1330,393,696,5.33,Amazon Support,04-11-2021,02:53:00,Thursday
Australia,03-01-2023 14:23,Mobile,Sign Up,/contact,paid search,131,47,11,497,700,296,1420,1.22,Amazon.com,03-01-2023,14:23:00,Tuesday
Australia,11-02-2022 07:23,Mobile,Sign Up,/contact,organic search,168,61,6,206,1390,377,656,3.6,Amazon Prime,11-02-2022,07:23:00,Friday
Australia,01-09-2023 08:24,Mobile,Subscribe,/contact,organic search,71,40,9,688,1054,443,240,3.46,Audible,01-09-2023,08:24:00,Friday
Canada,01-03-2022 04:00,Mobile,Contact Form,/contact,referral,167,69,16,265,1347,423,1119,5.61,Amazon Support,01-03-2022,04:00:00,Tuesday
Canada,07-09-2020 12:18,Desktop,Sign Up,/contact,referral,173,25,9,836,1166,304,1449,5.54,Amazon Music,07-09-2020,12:18:00,Monday
India,12-05-2021 09:07,Tablet,Contact Form,/contact,organic search,117,56,21,460,1025,123,615,5.13,Amazon Help,12-05-2021,09:07:00,Wednesday
India,02-08-2022 18:51,Mobile,Contact Form,/contact,social media,92,65,24,502,1823,82,1476,2.27,Amazon Help,02-08-2022,18:51:00,Tuesday
UK,11-05-2022 01:18,Mobile,Purchase,/contact,paid search,84,69,5,579,489,240,1435,4.87,amazon.com,11-05-2022,01:18:00,Wednesday
UK,04-08-2023 01:01,Mobile,Subscribe,/contact,direct,145,27,5,923,742,365,959,2.92,Audible,04-08-2023,01:01:00,Friday
UK,03-08-2020 08:44,Tablet,Subscribe,/contact,organic search,128,33,17,917,1276,78,217,1.8,Audible,03-08-2020,08:44:00,Monday
UK,04-05-2023 00:03,Mobile,Subscribe,/contact,organic search,73,65,39,685,1908,435,487,1.48,Amazon Web Services (AWS),04-05-2023,00:03:00,Thursday
USA,08-06-2020 10:50,Desktop,Contact Form,/contact,referral,53,43,49,449,140,246,1265,5.4,Amazon Support,08-06-2020,10:50:00,Monday
USA,12-03-2020 14:26,Desktop,Contact Form,/contact,direct,115,60,39,817,332,425,1117,1.2,Amazon Help,12-03-2020,14:26:00,Thursday
USA,12-01-2020 14:09,Mobile,Download,/contact,direct,171,32,34,742,1843,423,785,4.74,Prime Video,12-01-2020,14:09:00,Sunday
USA,03-06-2020 11:17,Mobile,Download,/contact,direct,66,49,8,610,1359,172,591,1.6,Prime Video,03-06-2020,11:17:00,Wednesday
USA,11-06-2021 03:34,Mobile,Subscribe,/contact,paid search,173,48,16,412,1798,167,325,4.46,Amazon Web Services (AWS),11-06-2021,03:34:00,Friday
USA,03-10-2023 08:18,Mobile,Subscribe,/contact,organic search,166,52,23,190,1503,473,952,2.22,Amazon Prime,03-10-2023,08:18:00,Tuesday
USA,01-04-2023 00:28,Mobile,Subscribe,/contact,social media,174,69,27,676,486,248,507,3.07,Amazon Prime,01-04-2023,00:28:00,Saturday
Australia,12-06-2020 00:14,Desktop,Download,/home,paid search,130,43,19,477,1033,412,1020,3.01,Prime Video,12-06-2020,00:14:00,Friday
Australia,09-11-2022 03:13,Mobile,Subscribe,/home,direct,131,22,4,755,1397,82,498,2.8,Amazon Web Services (AWS),09-11-2022,03:13:00,Wednesday
Canada,11-08-2020 11:07,Mobile,Contact Form,/home,social media,177,27,6,179,1274,112,1315,3.82,Amazon Help,11-08-2020,11:07:00,Tuesday
Canada,10-01-2021 05:43,Desktop,Contact Form,/home,social media,118,68,9,419,1102,474,1203,1.92,AWS Support,10-01-2021,05:43:00,Sunday
Canada,09-07-2022 09:16,Mobile,Download,/home,social media,140,26,28,917,1326,386,428,2.21,Amazon Music,09-07-2022,09:16:00,Saturday
India,04-06-2023 13:33,Mobile,Purchase,/home,direct,65,40,32,814,1320,390,1197,3.78,amazon.com,04-06-2023,13:33:00,Sunday
India,12-03-2022 02:24,Mobile,Sign Up,/home,organic search,74,68,49,189,1242,203,680,5.07,Amazon Prime,12-03-2022,02:24:00,Saturday
India,06-01-2021 08:14,Desktop,Subscribe,/home,paid search,161,22,32,621,868,83,395,4.9,Audible,06-01-2021,08:14:00,Wednesday
UK,05-08-2022 12:16,Desktop,Contact Form,/home,social media,31,30,36,521,305,499,92,3.6,Amazon Support,05-08-2022,12:16:00,Friday
UK,09-08-2020 22:37,Desktop,Contact Form,/home,paid search,65,53,38,794,1675,487,858,2.66,Amazon Support,09-08-2020,22:37:00,Sunday
UK,01-07-2020 11:20,Mobile,Purchase,/home,organic search,56,57,48,763,871,173,1236,1.11,amazon.com,01-07-2020,11:20:00,Wednesday
UK,06-09-2023 02:04,Mobile,Subscribe,/home,organic search,77,41,24,561,1328,379,343,2,Amazon Prime,06-09-2023,02:04:00,Wednesday
USA,06-09-2020 05:44,Mobile,Contact Form,/home,paid search,115,57,16,500,271,388,583,2.68,Amazon Support,06-09-2020,05:44:00,Sunday
USA,03-10-2020 00:08,Mobile,Download,/home,organic search,135,54,19,739,999,168,357,2.81,Amazon Music,03-10-2020,00:08:00,Saturday
USA,03-03-2022 15:49,Mobile,Download,/home,organic search,146,55,10,493,430,47,681,1.41,Prime Video,03-03-2022,15:49:00,Thursday
USA,11-01-2022 08:58,Mobile,Purchase,/home,organic search,140,41,19,590,728,468,1053,3.36,amazon.com,11-01-2022,08:58:00,Tuesday
USA,06-08-2023 12:33,Mobile,Sign Up,/home,referral,35,52,19,164,1344,102,576,5.3,Amazon Prime,06-08-2023,12:33:00,Sunday
USA,12-01-2021 03:00,Mobile,Subscribe,/home,direct,114,64,16,570,341,104,1025,5.54,Amazon Prime,12-01-2021,03:00:00,Tuesday
Australia,07-09-2021 06:11,Mobile,Contact Form,/products,direct,115,30,4,945,1793,93,530,1.94,Amazon Support,07-09-2021,06:11:00,Tuesday
Australia,11-08-2022 18:22,Mobile,Download,/products,organic search,50,31,46,330,1401,397,1234,5.3,Amazon Music,11-08-2022,18:22:00,Thursday
Australia,09-08-2020 14:52,Desktop,Download,/products,social media,176,54,23,60,1169,107,1080,2.28,Amazon Music,09-08-2020,14:52:00,Sunday
Australia,06-09-2022 06:17,Mobile,Purchase,/products,paid search,45,41,5,599,1232,44,608,1.18,amazon.com,06-09-2022,06:17:00,Tuesday
Australia,11-01-2022 17:19,Mobile,Purchase,/products,direct,171,69,10,500,965,38,989,3.62,amazon.com,11-01-2022,17:19:00,Tuesday
Australia,07-01-2020 14:43,Mobile,Sign Up,/products,paid search,66,49,28,275,360,345,1342,3.86,Amazon Prime,07-01-2020,14:43:00,Tuesday
Australia,01-11-2021 10:30,Mobile,Sign Up,/products,organic search,65,67,6,364,329,360,291,0.93,Amazon Music,01-11-2021,10:30:00,Monday
Australia,11-08-2020 02:50,Desktop,Subscribe,/products,referral,166,28,10,824,574,208,597,4.71,Audible,11-08-2020,02:50:00,Tuesday
Australia,04-12-2020 12:26,Desktop,Subscribe,/products,referral,168,48,44,944,1078,480,72,4.55,Audible,04-12-2020,12:26:00,Friday
Canada,02-12-2022 13:10,Desktop,Download,/products,organic search,151,47,34,421,1491,261,961,2.27,Amazon Music,02-12-2022,13:10:00,Friday
Canada,10-10-2022 21:50,Mobile,Sign Up,/products,referral,85,62,30,468,546,339,1028,5.53,Amazon Music,10-10-2022,21:50:00,Monday
Canada,11-06-2023 23:12,Desktop,Subscribe,/products,referral,92,38,7,985,1067,203,1307,4.47,Amazon Web Services (AWS),11-06-2023,23:12:00,Sunday
Canada,11-01-2023 09:56,Mobile,Subscribe,/products,direct,49,49,2,382,760,81,394,1.15,Amazon Web Services (AWS),11-01-2023,09:56:00,Wednesday
India,07-01-2020 09:08,Desktop,Contact Form,/products,direct,138,32,45,377,126,479,487,1.21,AWS Support,07-01-2020,09:08:00,Tuesday
India,05-10-2020 02:37,Mobile,Sign Up,/products,direct,165,40,9,376,1803,395,324,2.94,Amazon.com,05-10-2020,02:37:00,Monday
India,04-03-2021 16:54,Mobile,Sign Up,/products,direct,85,67,24,376,1790,323,1127,1.16,Amazon Music,04-03-2021,16:54:00,Thursday
India,09-09-2023 20:29,Mobile,Subscribe,/products,organic search,99,29,44,811,1911,320,872,0.88,Audible,09-09-2023,20:29:00,Saturday
UK,07-08-2022 08:20,Desktop,Download,/products,paid search,117,57,36,339,1811,346,784,4.37,Prime Video,07-08-2022,08:20:00,Sunday
USA,06-06-2020 15:23,Mobile,Download,/products,organic search,129,51,21,855,831,293,238,4.11,Prime Video,06-06-2020,15:23:00,Saturday
USA,12-01-2022 04:23,Desktop,Sign Up,/products,referral,120,34,38,259,830,196,1060,3.4,Amazon Prime,12-01-2022,04:23:00,Wednesday
USA,04-09-2020 16:19,Desktop,Sign Up,/products,paid search,70,40,28,337,1914,361,1141,3.69,Amazon Prime,04-09-2020,16:19:00,Friday
USA,04-06-2021 17:18,Mobile,Subscribe,/products,paid search,138,22,41,48,611,145,556,4.57,Audible,04-06-2021,17:18:00,Friday
USA,01-10-2021 06:55,Desktop,Subscribe,/products,organic search,154,35,44,603,1271,12,1384,2.97,Amazon Web Services (AWS),01-10-2021,06:55:00,Friday
USA,02-03-2022 11:28,Desktop,Subscribe,/products,referral,90,56,42,909,1516,329,166,5.76,Amazon Prime,02-03-2022,11:28:00,Wednesday
Australia,10-03-2021 09:27,Mobile,Contact Form,/about,direct,78,55,23,522,1730,117,539,5.43,Amazon Help,10-03-2021,09:27:00,Wednesday
Australia,10-04-2020 22:05,Tablet,Purchase,/about,social media,162,63,6,644,1568,237,1199,4.46,amazon.com,10-04-2020,22:05:00,Friday
Canada,08-07-2022 04:04,Mobile,Contact Form,/about,referral,118,59,41,162,1799,129,1241,2.96,Amazon Help,08-07-2022,04:04:00,Friday
Canada,04-12-2021 14:38,Mobile,Download,/about,social media,63,61,48,44,225,127,333,4.5,Prime Video,04-12-2021,14:38:00,Saturday
Canada,07-07-2020 05:55,Mobile,Subscribe,/about,organic search,41,56,22,634,522,365,1388,5.5,Amazon Prime,07-07-2020,05:55:00,Tuesday
Canada,05-05-2022 10:29,Mobile,Subscribe,/about,referral,126,57,35,783,728,230,1147,1.58,Audible,05-05-2022,10:29:00,Thursday
India,10-05-2022 20:24,Mobile,Download,/about,social media,104,59,7,896,1652,33,1140,2.27,Prime Video,10-05-2022,20:24:00,Tuesday
India,12-06-2020 20:20,Mobile,Sign Up,/about,paid search,107,27,14,108,489,347,693,3.44,Amazon Music,12-06-2020,20:20:00,Friday
India,06-09-2022 07:18,Mobile,Sign Up,/about,paid search,157,48,18,906,916,61,572,5.09,Amazon Prime,06-09-2022,07:18:00,Tuesday
UK,03-02-2021 23:36,Tablet,Purchase,/about,referral,136,62,42,360,1355,409,66,5.9,amazon.com,03-02-2021,23:36:00,Wednesday
UK,01-03-2021 17:25,Tablet,Sign Up,/about,social media,97,57,8,248,304,288,765,3.86,Amazon Prime,01-03-2021,17:25:00,Monday
UK,10-08-2021 21:29,Mobile,Subscribe,/about,paid search,169,32,1,929,437,122,1183,0.98,Amazon Prime,10-08-2021,21:29:00,Tuesday
UK,11-10-2022 20:23,Mobile,Subscribe,/about,referral,67,33,13,915,914,267,200,4.7,Amazon Web Services (AWS),11-10-2022,20:23:00,Tuesday
USA,10-12-2022 06:40,Mobile,Contact Form,/about,direct,151,60,49,318,1897,482,1044,1.47,Amazon Support,10-12-2022,06:40:00,Saturday
USA,08-02-2022 11:38,Tablet,Purchase,/about,direct,162,20,7,526,727,82,414,2.94,amazon.com,08-02-2022,11:38:00,Tuesday
USA,12-03-2021 04:14,Desktop,Purchase,/about,referral,63,20,17,872,392,290,666,2.68,amazon.com,12-03-2021,04:14:00,Friday
USA,12-05-2020 14:38,Mobile,Purchase,/about,organic search,107,68,37,916,1445,261,695,4.18,amazon.com,12-05-2020,14:38:00,Tuesday
Australia,05-12-2021 03:34,Desktop,Download,/blog,social media,55,37,25,123,1568,16,218,2.3,Prime Video,05-12-2021,03:34:00,Sunday
Australia,09-04-2023 06:19,Mobile,Download,/blog,social media,76,61,1,152,1662,472,185,0.86,Amazon Music,09-04-2023,06:19:00,Sunday
Australia,12-01-2022 04:28,Desktop,Subscribe,/blog,social media,150,24,24,323,284,231,751,3.74,Amazon Web Services (AWS),12-01-2022,04:28:00,Wednesday
Canada,08-03-2021 14:19,Tablet,Purchase,/blog,social media,102,47,41,257,1662,126,634,1.47,amazon.com,08-03-2021,14:19:00,Monday
Canada,07-10-2021 14:40,Mobile,Subscribe,/blog,referral,158,61,47,780,1289,446,1128,4.02,Audible,07-10-2021,14:40:00,Thursday
India,08-04-2023 13:53,Mobile,Download,/blog,referral,99,38,38,407,247,5,1332,1.46,Prime Video,08-04-2023,13:53:00,Saturday
India,10-06-2020 11:53,Mobile,Download,/blog,social media,172,55,31,518,670,493,104,1.14,Amazon Music,10-06-2020,11:53:00,Wednesday
India,01-10-2021 12:05,Desktop,Purchase,/blog,social media,77,29,18,16,794,229,1277,1.42,amazon.com,01-10-2021,12:05:00,Friday
UK,05-08-2022 19:04,Mobile,Contact Form,/blog,organic search,140,29,42,253,941,482,419,5.62,AWS Support,05-08-2022,19:04:00,Friday
UK,04-09-2021 17:48,Mobile,Contact Form,/blog,referral,32,38,40,497,642,207,1147,5.91,Amazon Help,04-09-2021,17:48:00,Saturday
UK,11-11-2021 14:13,Mobile,Purchase,/blog,social media,138,20,9,814,1692,381,1248,4.44,amazon.com,11-11-2021,14:13:00,Thursday
UK,05-05-2022 01:34,Mobile,Purchase,/blog,organic search,61,47,40,93,1876,86,441,5.55,amazon.com,05-05-2022,01:34:00,Thursday
UK,11-12-2021 12:53,Mobile,Sign Up,/blog,direct,46,41,0,166,160,457,773,2.54,Amazon Prime,11-12-2021,12:53:00,Saturday
USA,12-08-2021 12:57,Mobile,Contact Form,/blog,referral,123,38,46,91,383,117,633,4.97,Amazon Help,12-08-2021,12:57:00,Thursday
USA,07-06-2023 06:26,Mobile,Contact Form,/blog,social media,137,69,6,668,1082,194,1407,2.89,Amazon Support,07-06-2023,06:26:00,Wednesday
USA,02-09-2022 11:07,Tablet,Purchase,/blog,organic search,125,41,10,128,114,102,966,2.92,amazon.com,02-09-2022,11:07:00,Friday
USA,03-03-2022 14:09,Mobile,Sign Up,/blog,referral,85,58,5,745,1427,271,600,5.72,Amazon Music,03-03-2022,14:09:00,Thursday
USA,07-05-2021 13:05,Desktop,Subscribe,/blog,referral,129,24,32,209,1409,69,1138,4.87,Amazon Prime,07-05-2021,13:05:00,Friday
Australia,01-04-2023 04:23,Mobile,Download,/contact,organic search,42,55,7,942,237,17,1156,5.55,Amazon Music,01-04-2023,04:23:00,Saturday
Canada,11-09-2023 03:56,Desktop,Contact Form,/contact,social media,147,22,12,182,837,223,234,5.05,Amazon Help,11-09-2023,03:56:00,Monday
Canada,05-08-2021 01:40,Desktop,Contact Form,/contact,paid search,119,24,33,908,822,242,727,0.88,AWS Support,05-08-2021,01:40:00,Thursday
Canada,02-08-2022 11:09,Mobile,Contact Form,/contact,organic search,147,35,19,629,1972,236,1339,4.98,AWS Support,02-08-2022,11:09:00,Tuesday
Canada,09-11-2022 09:18,Mobile,Contact Form,/contact,paid search,175,46,44,404,383,303,1321,2.8,Amazon Support,09-11-2022,09:18:00,Wednesday
Canada,12-04-2020 02:59,Desktop,Download,/contact,paid search,70,27,28,247,1611,253,1253,3.82,Prime Video,12-04-2020,02:59:00,Sunday
Canada,01-04-2020 07:12,Desktop,Download,/contact,paid search,135,54,6,447,865,319,1151,4.82,Amazon Music,01-04-2020,07:12:00,Wednesday
